county,year,population,pct_pop_change,avg_commute_mins,pct_comm_change
Lauderdale,2016,25320,-5.88410214474222,NA,NA
Lauderdale,2015,26903,-1.6595386921080535,NA,NA
Lauderdale,2014,27357,-0.7833750408007822,NA,NA
Lauderdale,2013,27573,-0.43691774391565463,NA,NA
Lauderdale,2012,27694,-0.02526984585393688,NA,NA
Lauderdale,2011,27701,-0.07214746942750816,NA,NA
Lauderdale,2010,27721,NA,NA,NA
Lawrence,2018,43771,0.8827325527795749,NA,NA
Lawrence,2017,43388,0.7710888145670669,NA,NA
Lawrence,2016,43056,1.0894064613072851,NA,NA
Lawrence,2015,42592,0.6807866868381307,NA,NA
Lawrence,2014,42304,0.6567050537736652,NA,NA
Lawrence,2013,42028,-0.29890401859846705,NA,NA
Lawrence,2012,42154,-0.018974431952945015,NA,NA
Lawrence,2011,42162,0.46465079705482193,NA,NA
Lawrence,2010,41967,NA,NA,NA
Lewis,2018,12074,0.4074844074844153,NA,NA
Lewis,2017,12025,1.1269026995206488,NA,NA
Lewis,2016,11891,0.13473684210525416,NA,NA
Lewis,2015,11875,-0.09254585226317058,NA,NA
Lewis,2014,11886,-0.900450225112559,NA,NA
Lewis,2013,11994,0.43543795009211017,NA,NA
Lewis,2012,11942,-1.6795652889840307,NA,NA
Lewis,2011,12146,-0.22180234946191923,NA,NA
Lewis,2010,12173,NA,NA,NA
Lincoln,2018,34189,0.8763129942169323,NA,NA
Lincoln,2017,33892,0.9772375163866087,NA,NA
Lincoln,2016,33564,-0.1338927073105456,NA,NA
Lincoln,2015,33609,0.49636695272552434,NA,NA
Lincoln,2014,33443,-0.1671691692289312,NA,NA
Lincoln,2013,33499,0.35950747475956835,NA,NA
Lincoln,2012,33379,-0.023961422110396757,NA,NA
Lincoln,2011,33387,0.01497813192739006,NA,NA
Lincoln,2010,33382,NA,NA,NA
Loudon,2018,53082,1.5729047072330582,NA,NA
Loudon,2017,52260,1.7265878963657944,NA,NA
Loudon,2016,51373,0.8975567601539725,NA,NA
Loudon,2015,50916,0.6523544063574915,NA,NA
Loudon,2014,50586,0.3969356567300464,NA,NA
Loudon,2013,50386,1.1300002007105237,NA,NA
Loudon,2012,49823,1.2909652760835888,NA,NA
Loudon,2011,49188,0.9813180045165293,NA,NA
Loudon,2010,48710,NA,NA,NA
Macon,2018,24289,1.6063585024053584,NA,NA
Macon,2017,23905,2.4207369323050454,NA,NA
Macon,2016,23340,1.14404576183047,NA,NA
Macon,2015,23076,0.685021161481747,NA,NA
Macon,2014,22919,1.2457481114988678,NA,NA
Macon,2013,22637,0.6625755958733492,NA,NA
Macon,2012,22488,0.14696058784235966,NA,NA
Macon,2011,22455,0.9803480685344201,NA,NA
Macon,2010,22237,NA,NA,NA
Madison,2018,97603,0.11488239940096179,19.3,-2.030456852791873
Madison,2017,97491,0.013336342559355785,19.7,7.065217391304346
Madison,2016,97478,-0.09326732876221433,18.4,-4.6632124352331665
Madison,2015,97569,-0.5757433713086235,19.3,9.659090909090896
Madison,2014,98134,-0.6036665653803341,17.6,-2.7624309392265234
Madison,2013,98730,0.22841480127913094,18.1,-6.217616580310881
Madison,2012,98505,0.4292239305085488,19.3,4.324324324324325
Madison,2011,98084,-0.16794064061720348,18.5,-1.0695187165775333
Madison,2010,98249,NA,18.7,NA
Marion,2018,28598,0.6759135393930915,NA,NA
Marion,2017,28406,0.0810344220131709,NA,NA
Marion,2016,28383,-0.04930098249814607,NA,NA
Marion,2015,28397,-0.028164055624013695,NA,NA
Marion,2014,28405,0.2788957141848458,NA,NA
Marion,2013,28326,0.3542832849146249,NA,NA
Marion,2012,28226,0.4519733798355796,NA,NA
Marion,2011,28099,-0.42877391920623786,NA,NA
Marion,2010,28220,NA,NA,NA
Marshall,2018,33806,2.3803755299818263,NA,NA
Marshall,2017,33020,3.074761979085383,NA,NA
Marshall,2016,32035,1.4086736308958514,NA,NA
Marshall,2015,31590,0.9684533512321458,NA,NA
Marshall,2014,31287,0.4720616570327518,NA,NA
Marshall,2013,31140,0.5456717574505277,NA,NA
Marshall,2012,30971,0.3987292531120401,NA,NA
Marshall,2011,30848,0.5246521328249765,NA,NA
Marshall,2010,30687,NA,NA,NA
Maury,2018,94273,2.2073571343387055,29.7,4.577464788732399
Maury,2017,92237,2.99365759971415,28.4,-5.0167224080267525
Maury,2016,89556,2.437517872462114,29.9,0.6734006734006703
Maury,2015,87425,2.3903775883069356,29.7,6.834532374100721
Maury,2014,85384,2.1119854576765684,27.8,-5.442176870748295
Maury,2013,83618,1.9060618617008362,29.4,-4.234527687296419
Maury,2012,82054,0.6451771170640663,30.7,-1.2861736334405238
Maury,2011,81528,0.4385748780367571,31.1,19.15708812260537
Maury,2010,81172,NA,26.1,NA
McMinn,2018,53336,0.7651470782717107,NA,NA
McMinn,2017,52931,0.43833017077798964,NA,NA
McMinn,2016,52700,0.37712849034321483,NA,NA
McMinn,2015,52502,-0.3284290460370154,NA,NA
McMinn,2014,52675,0.46537353855542474,NA,NA
McMinn,2013,52431,-0.019069049026521068,NA,NA
McMinn,2012,52441,0.20254132034012162,NA,NA
McMinn,2011,52335,0.3047378104875875,NA,NA
McMinn,2010,52176,NA,NA,NA
McNairy,2018,25830,-0.6576670128071949,NA,NA
McNairy,2017,26001,0.654227314958189,NA,NA
McNairy,2016,25832,-0.12372409526755224,NA,NA
McNairy,2015,25864,-0.6453595574677284,NA,NA
McNairy,2014,26032,-0.011522949875164556,NA,NA
McNairy,2013,26035,-0.4093030372580575,NA,NA
McNairy,2012,26142,0.24926180158759692,NA,NA
McNairy,2011,26077,0.04220056778945214,NA,NA
McNairy,2010,26066,NA,NA,NA
Meigs,2018,12297,2.1175884404583956,NA,NA
Meigs,2017,12042,0.7445829498870626,NA,NA
Meigs,2016,11953,1.262283971535072,NA,NA
Meigs,2015,11804,0.8630265743826415,NA,NA
Meigs,2014,11703,0.3773908568487805,NA,NA
Meigs,2013,11659,-0.0771340418237898,NA,NA
Meigs,2012,11668,-0.16257379994866206,NA,NA
Meigs,2011,11687,-0.8904341926729953,NA,NA
Meigs,2010,11792,NA,NA,NA
Monroe,2018,46269,0.5083088954056736,NA,NA
Monroe,2017,46035,0.4078694817658324,NA,NA
Monroe,2016,45848,0.48876712328767,NA,NA
Monroe,2015,45625,0.515520697935723,NA,NA
Monroe,2014,45391,0.36039621473422656,NA,NA
Monroe,2013,45228,0.29493291939239885,NA,NA
Monroe,2012,45095,0.4275883571253525,NA,NA
Monroe,2011,44903,0.6568034073077822,NA,NA
Monroe,2010,44610,NA,NA,NA
Montgomery,2018,205312,2.773675858858393,25.8,0
Montgomery,2017,199771,2.750174875529776,25.8,0
Montgomery,2016,194424,1.0530254992255683,25.8,2.3809523809523947
Montgomery,2015,192398,1.7951906034231913,25.2,5.439330543933063
Montgomery,2014,189005,2.5796192171591015,23.9,0.8438818565400741
Montgomery,2013,184252,-0.28682447424532853,23.7,1.2820512820512775
Montgomery,2012,184782,4.689978697366626,23.4,-0.42553191489361764
Montgomery,2011,176504,1.931750587610237,23.5,0.42735042735042583
Montgomery,2010,173159,NA,23.4,NA
Moore,2018,6457,1.0327022375215211,NA,NA
Moore,2017,6391,1.5572858731924377,NA,NA
Moore,2016,6293,0.5111004631847882,NA,NA
Moore,2015,6261,-0.3818615751789989,NA,NA
Moore,2014,6285,0.17532674529805448,NA,NA
Moore,2013,6274,-0.23851168707266224,NA,NA
Moore,2012,6289,-1.2250667504319135,NA,NA
Moore,2011,6367,0.5845181674565492,NA,NA
Moore,2010,6330,NA,NA,NA
Morgan,2018,21534,-0.09742519137091454,NA,NA
Morgan,2017,21555,-0.8555264247274708,NA,NA
Morgan,2016,21741,1.1491579045314948,NA,NA
Morgan,2015,21494,-0.9447439974192395,NA,NA
Morgan,2014,21699,0.11996493332717684,NA,NA
Morgan,2013,21673,-1.00036543029417,NA,NA
Morgan,2012,21892,-0.4818619874534025,NA,NA
Morgan,2011,21998,-0.09537217857304991,NA,NA
Morgan,2010,22019,NA,NA,NA
Obion,2018,30274,-0.3325102880658459,NA,NA
Obion,2017,30375,-0.5630667495989838,NA,NA
Obion,2016,30547,-0.045810019305647653,NA,NA
Obion,2015,30561,-0.8660957571039352,NA,NA
Obion,2014,30828,-0.6093432633716978,NA,NA
Obion,2013,31017,-0.935803257745127,NA,NA
Obion,2012,31310,-1.1523283346487778,NA,NA
Obion,2011,31675,-0.4619445666520061,NA,NA
Obion,2010,31822,NA,NA,NA
Overton,2018,22068,0.31821074643150205,NA,NA
Overton,2017,21998,0.1547987616099089,NA,NA
Overton,2016,21964,-0.4667603208410753,NA,NA
Overton,2015,22067,0.5284497289417267,NA,NA
Overton,2014,21951,-0.08193363375665896,NA,NA
Overton,2013,21969,-0.8798050893340514,NA,NA
Overton,2012,22164,-0.004511617414848512,NA,NA
Overton,2011,22165,0.33043635705232166,NA,NA
Overton,2010,22092,NA,NA,NA
Perry,2018,8050,1.206939904450599,NA,NA
Perry,2017,7954,0.9390862944162359,NA,NA
Perry,2016,7880,0.356597045338769,NA,NA
Perry,2015,7852,0.4220488553523527,NA,NA
Perry,2014,7819,-0.7741116751268984,NA,NA
Perry,2013,7880,0.356597045338769,NA,NA
Perry,2012,7852,-0.16528925619834212,NA,NA
Perry,2011,7865,-0.9445843828715383,NA,NA
Perry,2010,7940,NA,NA,NA
Pickett,2018,5053,-0.17779533781113743,NA,NA
Pickett,2017,5062,-0.5696326851306277,NA,NA
Pickett,2016,5091,-0.9340338587273789,NA,NA
Pickett,2015,5139,1.201260338716037,NA,NA
Pickett,2014,5078,1.2966287652104613,NA,NA
Pickett,2013,5013,-0.693343898573695,NA,NA
Pickett,2012,5048,-1.4832162373145996,NA,NA
Pickett,2011,5124,0.8264462809917328,NA,NA
Pickett,2010,5082,NA,NA,NA
Polk,2018,16918,0.9487439584700663,NA,NA
Polk,2017,16759,-0.20840776467786482,NA,NA
Polk,2016,16794,0.1490846204305507,NA,NA
Polk,2015,16769,0.5094701510429234,NA,NA
Polk,2014,16684,0.31265031265030885,NA,NA
Polk,2013,16632,0.048123195380167516,NA,NA
Polk,2012,16624,-0.8765130284419498,NA,NA
Polk,2011,16771,-0.24980669719859572,NA,NA
Polk,2010,16813,NA,NA,NA
Putnam,2018,78631,1.723178825081817,21.4,-6.550218340611358
Putnam,2017,77299,1.7292886753964565,22.9,-9.486166007905151
Putnam,2016,75985,1.2134693768814708,25.3,17.129629629629626
Putnam,2015,75074,0.19217936740958397,21.6,-6.086956521739129
Putnam,2014,74930,1.1269316418111908,23,0.4366812227074357
Putnam,2013,74095,0.7697643106801433,22.9,-2.1367521367521403
Putnam,2012,73529,0.6350509820023165,23.4,-0.8474576271186529
Putnam,2011,73065,0.7112434354711983,23.6,8.755760368663612
Putnam,2010,72549,NA,21.7,NA
Rhea,2018,32911,0.7345964310856656,NA,NA
Rhea,2017,32671,0.6066391574798269,NA,NA
Rhea,2016,32474,0.31198838538288864,NA,NA
Rhea,2015,32373,-0.7663305030193412,NA,NA
Rhea,2014,32623,0.28897291647453915,NA,NA
Rhea,2013,32529,0.5005097784780865,NA,NA
Rhea,2012,32367,0.8883486066953328,NA,NA
Rhea,2011,32082,0.7031200954234373,NA,NA
Rhea,2010,31858,NA,NA,NA
Roane,2018,53258,0.4488872123726839,NA,NA
Roane,2017,53020,0.1435478996675732,NA,NA
Roane,2016,52944,0.32973280272883265,NA,NA
Roane,2015,52770,-0.1551502308332675,NA,NA
Roane,2014,52852,-0.5812531743195182,NA,NA
Roane,2013,53161,-0.8467779539307996,NA,NA
Roane,2012,53615,-0.6908942728013678,NA,NA
Roane,2011,53988,-0.3341394524543517,NA,NA
Roane,2010,54169,NA,NA,NA
Robertson,2018,71179,1.2100443635536307,32.4,5.537459283387625
Robertson,2017,70328,1.3473981525514045,30.7,4.067796610169494
Robertson,2016,69393,1.0278509761672439,29.5,3.5087719298245723
Robertson,2015,68687,0.9420098168885671,28.5,4.779411764705888
Robertson,2014,68046,0.9404853735240026,27.2,-11.688311688311693
Robertson,2013,67412,0.919189197281356,30.8,4.054054054054057
Robertson,2012,66798,0.03444402845376171,29.6,-1.9867549668874052
Robertson,2011,66775,0.6830312716745501,30.2,-1.6286644951140072
Robertson,2010,66322,NA,30.7,NA
Rutherford,2018,324647,2.564045859647246,29,-1.6949152542372836
Rutherford,2017,316531,2.965372542003486,29.5,3.8732394366197243
Rutherford,2016,307415,3.091245049413649,28.4,0.35335689045936647
Rutherford,2015,298197,3.2366504182130384,28.3,-2.076124567474036
Rutherford,2014,288848,2.7387710387411612,28.9,5.090909090909079
Rutherford,2013,281148,2.460303866295921,27.5,-0.36231884057971175
Rutherford,2012,274397,1.9456828652102853,27.6,1.845018450184499
Rutherford,2011,269160,2.067438227130003,27.1,3.041825095057038
Rutherford,2010,263708,NA,26.3,NA
Scott,2018,22028,0.2913859042068756,NA,NA
Scott,2017,21964,0.3380539058930987,NA,NA
Scott,2016,21890,-0.013703010094545665,NA,NA
Scott,2015,21893,-0.44110959527057236,NA,NA
Scott,2014,21990,-0.32635300516725696,NA,NA
Scott,2013,22062,-0.509582863585123,NA,NA
Scott,2012,22175,0.3166704365528128,NA,NA
Scott,2011,22105,-0.5488819903720743,NA,NA
Scott,2010,22227,NA,NA,NA
Sequatchie,2018,14891,0.8397101645561067,NA,NA
Sequatchie,2017,14767,0.08811169852243061,NA,NA
Sequatchie,2016,14754,0.7718052045625257,NA,NA
Sequatchie,2015,14641,0.0478338116714605,NA,NA
Sequatchie,2014,14634,0.6672628465295372,NA,NA
Sequatchie,2013,14537,1.3031358885017497,NA,NA
Sequatchie,2012,14350,0.5324365980103662,NA,NA
Sequatchie,2011,14274,1.033408833522076,NA,NA
Sequatchie,2010,14128,NA,NA,NA
Sevier,2018,97895,0.6042730738795798,26.5,10.416666666666675
Sevier,2017,97307,0.8676272416295205,24,-9.433962264150942
Sevier,2016,96470,1.103576930735617,26.5,-1.1194029850746245
Sevier,2015,95417,0.7997042045214453,26.8,7.63052208835342
Sevier,2014,94660,1.2655519539565896,24.9,5.957446808510625
Sevier,2013,93477,1.207206426885521,23.5,-11.985018726591756
Sevier,2012,92362,1.2830072813404758,26.7,-3.6101083032490933
Sevier,2011,91192,1.4112073663022917,27.7,13.991769547325106
Sevier,2010,89923,NA,24.3,NA
Shelby,2018,936365,0.11911240939597167,22.8,1.333333333333342
Shelby,2017,935251,-0.08226311161821931,22.5,-3.0172413793103425
Shelby,2016,936021,-0.11162488914879809,23.2,2.65486725663715
Shelby,2015,937067,-0.04618666666666993,22.6,0.8928571428571619
Shelby,2014,937500,-0.09196867310411472,22.4,-2.60869565217392
Shelby,2013,938363,-0.0857141640260295,23,3.603603603603611
Shelby,2012,939168,0.6410297625553785,22.2,0.4524886877828038
Shelby,2011,933186,0.5104222427343652,22.1,-0.8968609865470767
Shelby,2010,928447,NA,22.3,NA
Smith,2018,19979,1.251773768497877,NA,NA
Smith,2017,19732,1.055003584963643,NA,NA
Smith,2016,19526,1.12906567226021,NA,NA
Smith,2015,19308,1.1048855841231608,NA,NA
Smith,2014,19097,-0.10461892556363761,NA,NA
Smith,2013,19117,-0.32327024349548816,NA,NA
Smith,2012,19179,-0.1613742842269672,NA,NA
Smith,2011,19210,0.4391927219491887,NA,NA
Smith,2010,19126,NA,NA,NA
Stewart,2018,13619,1.4677395321114561,NA,NA
Stewart,2017,13422,1.7589082638362452,NA,NA
Stewart,2016,13190,0.0227496777128966,NA,NA
Stewart,2015,13187,-0.17411052233157198,NA,NA
Stewart,2014,13210,-0.5046320704978569,NA,NA
Stewart,2013,13277,-0.24043880081148217,NA,NA
Stewart,2012,13309,0.6503819103077957,NA,NA
Stewart,2011,13223,-0.9364698831285545,NA,NA
Stewart,2010,13348,NA,NA,NA
Sullivan,2018,157599,0.43014452856160457,22.1,3.2710280373831946
Sullivan,2017,156924,0.4750867577569817,21.4,0.46948356807510194
Sullivan,2016,156182,-0.01088355239150518,21.3,4.92610837438423
Sullivan,2015,156199,-0.13107081660315156,20.3,-1.9323671497584516
Sullivan,2014,156404,0.14021833082562551,20.7,-10.775862068965514
Sullivan,2013,156185,-0.0876396156651027,23.2,6.422018348623837
Sullivan,2012,156322,-0.3531451592340473,21.8,-7.234042553191489
Sullivan,2011,156876,0.08102125053428555,23.5,16.33663366336635
Sullivan,2010,156749,NA,20.2,NA
Sumner,2018,187490,2.0320424911295376,29.8,2.0547945205479534
Sumner,2017,183756,2.4669328396493606,29.2,6.569343065693434
Sumner,2016,179332,2.284886440117262,27.4,-1.0830324909747335
Sumner,2015,175326,1.7745502673145008,27.7,1.46520146520146
Sumner,2014,172269,2.082913590196389,27.3,-0.7272727272727209
Sumner,2013,168754,1.679249489356316,27.5,-2.135231316725983
Sumner,2012,165967,1.397238514173993,28.1,5.243445692883908
Sumner,2011,163680,1.5296438274591484,26.7,-0.3731343283582156
Sumner,2010,161214,NA,26.8,NA
Tipton,2018,61576,0.4420520349074364,NA,NA
Tipton,2017,61305,0.13393659245708456,NA,NA
Tipton,2016,61223,-0.5037947117806696,NA,NA
Tipton,2015,61533,-0.10227936879018129,NA,NA
Tipton,2014,61596,0.038978756577656704,NA,NA
Tipton,2013,61572,0.07801833430856053,NA,NA
Tipton,2012,61524,0.3572302422314655,NA,NA
Tipton,2011,61305,0.39302382706951633,NA,NA
Tipton,2010,61065,NA,NA,NA
Trousdale,2018,11033,1.8650170806019828,NA,NA
Trousdale,2017,10831,8.799598191863378,NA,NA
Trousdale,2016,9955,23.649236119736685,NA,NA
Trousdale,2015,8051,0.6626656664165953,NA,NA
Trousdale,2014,7998,2.407170294494243,NA,NA
Trousdale,2013,7810,0.20528611752630432,NA,NA
Trousdale,2012,7794,-0.26871401151631336,NA,NA
Trousdale,2011,7815,-0.7493014986029944,NA,NA
Trousdale,2010,7874,NA,NA,NA
Unicoi,2018,17822,0.14610024724657222,NA,NA
Unicoi,2017,17796,0.33263798838585323,NA,NA
Unicoi,2016,17737,-0.4601829507828725,NA,NA
Unicoi,2015,17819,-0.735335078825694,NA,NA
Unicoi,2014,17951,-0.7957999447361197,NA,NA
Unicoi,2013,18095,-0.8656111324165883,NA,NA
Unicoi,2012,18253,-0.267730302699154,NA,NA
Unicoi,2011,18302,0.0984467293808855,NA,NA
Unicoi,2010,18284,NA,NA,NA
Union,2018,19689,1.4949224186813659,NA,NA
Union,2017,19399,0.9365731827878587,NA,NA
Union,2016,19219,0.31316874575917364,NA,NA
Union,2015,19159,0.8846295613711863,NA,NA
Union,2014,18991,-0.37769501127838945,NA,NA
Union,2013,19063,-0.21983773881183444,NA,NA
Union,2012,19105,-0.44812672606950876,NA,NA
Union,2011,19191,0.39234149403641894,NA,NA
Union,2010,19116,NA,NA,NA
Van,2018,5763,0.27840612493474914,NA,NA
Van,2017,5747,0.4544660024471181,NA,NA
Van,2016,5721,0.45654082528534534,NA,NA
Van,2015,5695,-0.0175561797752799,NA,NA
Van,2014,5696,2.188733405095089,NA,NA
Van,2013,5574,-1.3974880594374683,NA,NA
Van,2012,5653,1.7641764176417718,NA,NA
Van,2011,5555,-0.2513916322499532,NA,NA
Van,2010,5569,NA,NA,NA
Warren,2018,40826,0.26770145148218294,NA,NA
Warren,2017,40717,0.7148510933016716,NA,NA
Warren,2016,40428,0.4122994386766665,NA,NA
Warren,2015,40262,0.6977965635394989,NA,NA
Warren,2014,39983,0.2708463949843365,NA,NA
Warren,2013,39875,0.3296095008051614,NA,NA
Warren,2012,39744,-0.4084496454256126,NA,NA
Warren,2011,39907,0.12293642430629692,NA,NA
Warren,2010,39858,NA,NA,NA
Washington,2018,128661,0.8291341112669715,20.4,-3.7735849056603765
Washington,2017,127603,0.2797708393911025,21.2,-1.3953488372093092
Washington,2016,127247,0.8799955603827625,21.5,6.435643564356441
Washington,2015,126137,0.311742017575245,20.2,2.5380710659898442
Washington,2014,125745,0.27751860092346536,19.7,-7.943925233644855
Washington,2013,125397,0.4196263403618117,21.4,-2.7272727272727337
Washington,2012,124873,0.7958865740553822,22,11.111111111111116
Washington,2011,123887,0.407670362445689,19.8,-7.042253521126762
Washington,2010,123384,NA,21.3,NA
Wayne,2018,16635,-0.03605552550928204,NA,NA
Wayne,2017,16641,-0.6329491849286439,NA,NA
Wayne,2016,16747,-0.11928192282459893,NA,NA
Wayne,2015,16767,-0.5516014234875466,NA,NA
Wayne,2014,16860,-0.35460992907800915,NA,NA
Wayne,2013,16920,-0.31226064926648256,NA,NA
Wayne,2012,16973,-0.1588235294117668,NA,NA
Wayne,2011,17000,0.08831321754489974,NA,NA
Wayne,2010,16985,NA,NA,NA
Weakley,2018,33413,0.26406601650412753,NA,NA
Weakley,2017,33325,-0.8479619160963958,NA,NA
Weakley,2016,33610,-0.7735002361832777,NA,NA
Weakley,2015,33872,-0.3794006058645327,NA,NA
Weakley,2014,34001,-0.45088566827696797,NA,NA
Weakley,2013,34155,-1.1547143601319698,NA,NA
Weakley,2012,34554,-0.8692658576469614,NA,NA
Weakley,2011,34857,-0.5336148841456501,NA,NA
Weakley,2010,35044,NA,NA,NA
White,2018,27086,1.2031086534150415,NA,NA
White,2017,26764,1.1374371764350188,NA,NA
White,2016,26463,0.4593424948751146,NA,NA
White,2015,26342,0.296984465427963,NA,NA
White,2014,26264,0.27106478830221103,NA,NA
White,2013,26193,0.6223349083784635,NA,NA
White,2012,26031,-0.0729366602687187,NA,NA
White,2011,26050,0.8595322905373903,NA,NA
White,2010,25828,NA,NA,NA
Williamson,2018,231978,2.623336636466589,28.2,6.41509433962264
Williamson,2017,226048,3.264002777485908,26.5,-5.35714285714286
Williamson,2016,218903,3.4488788072115417,28,-1.0600706713780994
Williamson,2015,211605,3.0540485258164773,28.3,0.7117437722419906
Williamson,2014,205334,3.1088212992673503,28.1,5.63909774436091
Williamson,2013,199143,3.070218569336114,26.6,-5.6737588652482245
Williamson,2012,193211,2.498660484559756,28.2,12.350597609561742
Williamson,2011,188501,2.3666389707998725,25.1,-9.05797101449275
Williamson,2010,184143,NA,27.6,NA
Wilson,2018,140954,3.118713009634866,31.1,0
Wilson,2017,136691,3.167690612405094,31.1,4.36241610738255
Wilson,2016,132494,3.0792929607269537,29.8,-1.3245033112582738
Wilson,2015,128536,2.6669968130226707,30.2,-2.265372168284785
Wilson,2014,125197,2.62890400852529,30.9,10.752688172043001
Wilson,2013,121990,2.3895654801373123,27.9,-0.7117437722420017
Wilson,2012,119143,2.005993150684926,28.1,2.5547445255474477
Wilson,2011,116800,1.8512866573070497,27.4,-4.529616724738683
Wilson,2010,114677,NA,28.7,NA
